DOF,Mean_PSD,Median_PSD,Std_PSD
0.0,-54.94814208600717,-53.74374707771478,4.006727580348248
4.539421081542969,-55.72618976524737,-54.81323624117649,3.7450146123859023
9.078842163085938,-56.59651922863353,-55.78832119951365,3.489740088493009
13.618263244628906,-57.58968000904168,-57.04591632708399,3.33379833864604
18.157684326171875,-58.72797528629489,-57.60864789900281,3.2618089338816936
22.697105407714844,-59.90679224894992,-59.391743638938166,3.260202370456384
27.236526489257812,-61.0067716763712,-61.07001427484769,3.3127071568935307
31.77594757080078,-61.8900842374614,-62.4405191365154,3.412605543442337
36.31536865234375,-62.42794326852291,-63.140376782402434,3.447828702991794
40.85478973388672,-62.651628003856445,-63.49235099812154,3.406486645190424
45.39421081542969,-62.85760953739024,-63.7450865801499,3.351530525414491
49.933631896972656,-63.04950249413636,-63.80392513930523,3.333470368623225
54.473052978515625,-63.21220684793427,-63.86420866240443,3.3136050045512393
59.012474060058594,-63.34905117672403,-63.902223777191026,3.2921931725370968
63.55189514160156,-63.45827730010207,-63.877960221850614,3.271041544744375
68.09131622314453,-63.54799594744021,-63.826988467682256,3.245712833912302
72.6307373046875,-63.61785619727223,-63.66881172947203,3.2495469499830043
77.17015838623047,-63.69681294589008,-63.50008607868844,3.2876807802730887
81.70957946777344,-63.81481199756105,-63.34400277773261,3.3332145516508884
86.2490005493164,-63.91313126819785,-63.6936631925165,3.3786093441022835
90.78842163085938,-63.98112873482557,-64.31896873332194,3.4428180587521373
95.32784271240234,-64.06103293229785,-64.89639965160208,3.539069333466934
99.86726379394531,-64.10434186857114,-65.17883396609234,3.6217720931175954
104.40668487548828,-64.0987537009296,-65.46274348372086,3.716783746423303
108.94610595703125,-64.10411348031343,-65.4021445056108,3.801219111478229
113.48552703857422,-64.11145066449453,-65.28270710147483,3.861878528519655
118.02494812011719,-64.07412062294111,-65.13208083434571,3.894414618210338
122.56436920166016,-64.00251530272118,-64.95789247009222,3.9584935269548693
127.10379028320312,-63.87330917174168,-64.71213251203113,4.0102234303199955
131.6432113647461,-63.75709100222833,-64.5495765066438,4.00857211680033
136.18263244628906,-63.64261134725079,-64.3822239772571,4.012938801937579
140.72205352783203,-63.536063126776305,-64.20277152157539,4.026275296250954
145.261474609375,-63.42706940271604,-63.93063129171295,4.033086763599793
149.80089569091797,-63.3767573223311,-63.88561311517976,4.0721287575079455
154.34031677246094,-63.354026375142546,-63.83462081968041,4.16215137458479
158.8797378540039,-63.289897688119055,-63.54096480266576,4.197202213612514
163.41915893554688,-63.150553535812534,-63.35785424639375,4.183965154137782
167.95858001708984,-63.03870118431503,-63.680210372235635,4.18250269617184
172.4980010986328,-62.98024199462845,-64.13688268479756,4.209992342063091
177.03742218017578,-62.97401178372077,-64.39458249015784,4.2477034246621095
181.57684326171875,-62.928524047423466,-64.09168389665909,4.281077128576226
186.11626434326172,-62.77346304477312,-63.55089584745698,4.253396352376248
190.6556854248047,-62.57571645709025,-63.00681438037617,4.2520725125426795
195.19510650634766,-62.42306546594044,-62.58431358911325,4.303078076317587
199.73452758789062,-62.259921451337064,-62.20849260600672,4.373840584520985
204.2739486694336,-62.118117989568645,-62.26999487809887,4.43632473492844
208.81336975097656,-61.99091326178464,-62.56211243103768,4.533892143505871
213.35279083251953,-61.85825015262894,-62.58422171252884,4.647794041038104
217.8922119140625,-61.699502311479165,-62.35198058288073,4.745148640857737
222.43163299560547,-61.49250982352965,-62.292284189247425,4.809162282512163
226.97105407714844,-61.235329949093355,-62.49238103609324,4.882332518424059
231.5104751586914,-60.92540001637685,-62.5472715955532,4.939132702227043
236.04989624023438,-60.621966512049084,-62.50587617748602,4.964144646252067
240.58931732177734,-60.29391299657996,-62.32980928357618,4.981129643704817
245.1287384033203,-59.94483871147429,-62.02227930303336,4.997176521547548
249.66815948486328,-59.588601735201024,-61.74669904551153,5.005386495191866
254.20758056640625,-59.212501770792855,-61.39177334163867,4.994747301193788
258.7470016479492,-58.84392094469025,-60.937490866964595,5.013784819890687
263.2864227294922,-58.476830300159,-60.40502609292357,5.0766402066202625
267.82584381103516,-57.679620208122884,-59.30224840944561,5.009986996996932
272.3652648925781,-56.69818931063863,-58.63943746786857,4.900643059305493
276.9046859741211,-55.67901949198437,-57.89131895634626,4.786278336778638
281.44410705566406,-54.674447593784635,-56.69892511782548,4.739816136824121
285.98352813720703,-53.9209830812381,-55.56471301172003,4.7402244676819185
290.52294921875,-53.52390682755433,-54.81560441053616,4.735845321504649
295.06237030029297,-53.24798819369766,-54.46108515980169,4.694154700433914
299.60179138183594,-52.733538495128386,-53.882041191111874,4.621643464045243
304.1412124633789,-52.01936147271699,-53.04448281097086,4.538970092872207
308.6806335449219,-51.27336788673304,-52.137676645728845,4.461979897714715
313.22005462646484,-50.56401214192606,-51.171201068838734,4.354383136902115
317.7594757080078,-50.01847521075968,-50.29392213395681,4.225902984018381
322.2988967895508,-49.60316109644656,-49.840483305389355,4.107362810634297
326.83831787109375,-49.274344285031866,-49.67595677509897,4.037277979939395
331.3777389526367,-49.13023159026188,-49.49057988583147,3.973687326280307
335.9171600341797,-49.07625790897485,-49.28407680468033,3.9320296356248767
340.45658111572266,-49.038948490044454,-49.25865107023288,3.8718265862504593
344.9960021972656,-48.937364853807125,-49.33283522154683,3.8110824428592114
349.5354232788086,-48.684403887808834,-49.1049112300402,3.7673688526565052
354.07484436035156,-48.325764519299454,-48.11401890904504,3.83331196363459
358.61426544189453,-47.87858134782853,-47.31915175373214,3.9682628773661404
363.1536865234375,-47.423099713986744,-46.84953734699487,4.1259832181291225
367.69310760498047,-47.03323134930683,-46.435113372352795,4.299164897239029
372.23252868652344,-46.77648205906488,-46.50297760476668,4.437220499944921
376.7719497680664,-46.66140600985653,-46.62876574927425,4.5090215837511005
381.3113708496094,-46.67535645811243,-46.742307053575054,4.527417696703583
385.85079193115234,-46.707506583083656,-46.86034845585402,4.571238060060984
390.3902130126953,-46.69731625479562,-46.97076276966782,4.606118019563186
394.9296340942383,-46.673218254277565,-46.97192120373536,4.63195763333779
399.46905517578125,-46.68069671566572,-46.91405599771138,4.652213701658316
404.0084762573242,-46.72272519067757,-46.94161104867632,4.680271315976059
408.5478973388672,-46.8140042107194,-47.16863670486294,4.686424658159861
413.08731842041016,-46.96103483094031,-47.40492432567478,4.723753836944807
417.6267395019531,-47.118887863657996,-47.456251457679926,4.747595733577775
422.1661605834961,-47.25653758017544,-47.43759360922588,4.713134920366015
426.70558166503906,-47.38464837243963,-47.406332253471426,4.721855053217323
431.24500274658203,-47.531319407431155,-47.5349609388895,4.745329096000494
435.784423828125,-47.683069022121295,-47.73183897030874,4.74023814624945
440.32384490966797,-47.86605645291719,-48.03903679814133,4.677134218255181
444.86326599121094,-48.05005970676483,-48.41425586038606,4.573896879905631
449.4026870727539,-48.1968797954625,-48.491379920004555,4.521906712971231
453.9421081542969,-48.36162363772715,-48.64980534645633,4.484751230798627
458.48152923583984,-48.56020127435573,-48.93176406320065,4.440760250516324
463.0209503173828,-48.753545710893654,-49.161635547307796,4.421235216187506
467.5603713989258,-48.94757918340791,-49.455526169812146,4.456807037394583
472.09979248046875,-49.16950351059586,-49.90193112392738,4.507283814095956
476.6392135620117,-49.44662270541174,-50.16692099414284,4.557381830728368
481.1786346435547,-49.791525994498365,-50.51790334268253,4.600698618490976
485.71805572509766,-50.174033126077,-50.94298233977195,4.6050865164736825
490.2574768066406,-50.57385888836739,-51.47422693578469,4.658140569472968
494.7968978881836,-51.41603819948333,-52.33529384827588,4.840261012822023
499.33631896972656,-52.45320564400143,-53.514514776511525,5.040516361378119
503.87574005126953,-53.569063983749466,-54.851539625479084,5.281851800020907
508.4151611328125,-54.72172428318686,-56.02471187331909,5.533318139644642
512.9545822143555,-55.62791707783674,-56.82591275689988,5.756618805241635
517.4940032958984,-56.13456667295675,-57.51086727482533,5.950112996203826
522.0334243774414,-56.49979893918625,-57.923953032011234,6.032450620728104
526.5728454589844,-57.090482152573834,-58.687272488377666,6.04140536665169
531.1122665405273,-57.84487053964336,-59.61042245303801,6.021035919688731
535.6516876220703,-58.639593940854645,-60.56646399833984,5.961494161943987
540.1911087036133,-59.4875040191146,-61.444541628169134,5.872495600438718
544.7305297851562,-60.220964978503986,-62.01134731105682,5.760323887326142
549.2699508666992,-60.780698523234605,-62.32112954143108,5.630854612705593
553.8093719482422,-61.24001075547582,-62.652199653031296,5.500921931216043
558.3487930297852,-61.55544531794873,-62.885876122067025,5.415863179589739
562.8882141113281,-61.76908544044818,-62.95749135845027,5.322564924137216
567.4276351928711,-61.95690940289649,-62.7854733652713,5.231713123406326
571.9670562744141,-62.2418911984222,-62.64904225586646,5.051591131415219
576.506477355957,-62.724208326782936,-62.67599222459093,4.768460482788345
581.0458984375,-63.37614840063145,-63.38278686983808,4.469604096429914
585.585319519043,-64.17095623620406,-64.3963883896943,4.2141754862963365
590.1247406005859,-65.00929439082492,-65.52744706179018,3.9947251406341646
594.6641616821289,-65.80686427667845,-66.32464755503585,3.8153941237008397
599.2035827636719,-66.50963299208539,-66.93878832301985,3.7087605994039827
603.7430038452148,-67.05663514855931,-67.42886281470383,3.678285182379925
608.2824249267578,-67.47905154894048,-67.85412918762513,3.6501165919851513
612.8218460083008,-67.91783010103802,-68.28390298522797,3.610232177894002
